"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE15-19","15-19  years","","FMLE","Female","","30.5","30.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE15-49","15-49 years","","FMLE","Female","","28.7","28.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE40-44","40-44 years","","FMLE","Female","","21.7","21.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE35-39","35-39 years","","FMLE","Female","","28.7","28.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE25-29","25-29 years","","FMLE","Female","","34.3","34.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2013","2013","","AFR","Africa","","SLE","Sierra Leone","","AGE30-34","30-34 years","","FMLE","Female","","29.7","29.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVK","Slovakia","","AGE18-49","18-49 years","","FMLE","Female","","8.0","8.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE45-49","45-49 years","","FMLE","Female","","8.6","8.60000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE25-29","25-29 years","","FMLE","Female","","12.9","12.90000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE35-39","35-39 years","","FMLE","Female","","11.1","11.10000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE30-34","30-34 years","","FMLE","Female","","11.0","11.00000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE18-49","18-49 years","","FMLE","Female","","10.8","10.80000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-60"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE40-44","40-44 years","","FMLE","Female","","9.7","9.70000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","AGE18-24","18-24 years","","FMLE","Female","","15.7","15.70000","","","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVN","Slovenia","","AGE18-49","18-49 years","","FMLE","Female","","2.0","2.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE15-49","15-49 years","","FMLE","Female","","19.9","19.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE25-29","25-29 years","","FMLE","Female","","24.7","24.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE45-49","45-49 years","","FMLE","Female","","10.6","10.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE15-19","15-19  years","","FMLE","Female","","31.5","31.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE20-24","20-24 years","","FMLE","Female","","25.3","25.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE30-34","30-34 years","","FMLE","Female","","20.2","20.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE35-39","35-39 years","","FMLE","Female","","15.7","15.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","ZWE","Zimbabwe","","AGE40-44","40-44 years","","FMLE","Female","","10.7","10.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ESP","Spain","","AGE18-49","18-49 years","","FMLE","Female","","2.0","2.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SWE","Sweden","","AGE18-49","18-49 years","","FMLE","Female","","6.0","6.00000","","","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE20-24","20-24 years","","FMLE","Female","","18.5","18.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE25-29","25-29 years","","FMLE","Female","","21.6","21.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE15-49","15-49 years","","FMLE","Female","","19.0","19.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE15-19","15-19  years","","FMLE","Female","","5.6","5.60000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE45-49","45-49 years","","FMLE","Female","","14.8","14.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE40-44","40-44 years","","FMLE","Female","","18.3","18.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE35-39","35-39 years","","FMLE","Female","","18.8","18.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","EUR","Europe","","TJK","Tajikistan","","AGE30-34","30-34 years","","FMLE","Female","","22.8","22.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE25-29","25-29 years","","FMLE","Female","","14.9","14.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE15-19","15-19  years","","FMLE","Female","","13.2","13.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE40-44","40-44 years","","FMLE","Female","","8.9","8.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE20-24","20-24 years","","FMLE","Female","","14.9","14.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE45-49","45-49 years","","FMLE","Female","","8.1","8.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE35-39","35-39 years","","FMLE","Female","","12.0","12.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE30-34","30-34 years","","FMLE","Female","","14.7","14.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","TGO","Togo","","AGE15-49","15-49 years","","FMLE","Female","","12.7","12.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE15-24","15-24 years","","FMLE","Female","","40.8","40.80000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE25-29","25-29 years","","FMLE","Female","","34.2","34.20000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE45-49","45-49 years","","FMLE","Female","","12.2","12.20000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE35-39","35-39 years","","FMLE","Female","","11.6","11.60000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE30-34","30-34 years","","FMLE","Female","","17.2","17.20000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE15-49","15-49 years","","FMLE","Female","","18.9","18.90000","","","","","National Study on Domestic Violence against Women in Tonga Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2009","2009","","WPR","Western Pacific","","TON","Tonga","","AGE40-44","40-44 years","","FMLE","Female","","7.5","7.50000","","","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE15-49","15-49 years","","FMLE","Female","","6.7","6.74000","","","","","calculated by UN Women based on available country data from the 2017 National Women's and Health Survey for Trinidad and Tobago Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64 "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE40-44","40-44 years","","FMLE","Female","","5.7","5.70000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE35-39","35-39 years","","FMLE","Female","","5.8","5.80000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE25-29","25-29 years","","FMLE","Female","","10.5","10.50000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE30-34","30-34 years","","FMLE","Female","","9.2","9.20000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE20-24","20-24 years","","FMLE","Female","","7.2","7.20000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2017","2017","","AMR","Americas","","TTO","Trinidad and Tobago","","AGE45-49","45-49 years","","FMLE","Female","","4.3","4.30000","","","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","EUR","Europe","","TUR","Turkey","","AGE15-49","15-49 years","","FMLE","Female","","11.0","11.00000","","","","","Domestic Violence against Women in Turkey Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","EUR","Europe","","TUR","Turkey","","AGE15-24","15-24 years","","FMLE","Female","","18.0","18.00000","","","","","Domestic Violence against Women in Turkey "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","EUR","Europe","","TUR","Turkey","","AGE35-44","35-44 years","","FMLE","Female","","11.0","11.00000","","","","","Domestic Violence against Women in Turkey "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","EUR","Europe","","TUR","Turkey","","AGE45-59","45-59 years","","FMLE","Female","","7.0","7.00000","","","","","Domestic Violence against Women in Turkey "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","EUR","Europe","","TUR","Turkey","","AGE25-34","25-34 years","","FMLE","Female","","13.0","13.00000","","","","","Domestic Violence against Women in Turkey "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","WPR","Western Pacific","","TUV","Tuvalu","","AGE15-49","15-49 years","","FMLE","Female","","25.0","25.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE45-49","45-49 years","","FMLE","Female","","25.5","25.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE40-44","40-44 years","","FMLE","Female","","25.0","25.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE20-24","20-24 years","","FMLE","Female","","33.4","33.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE25-29","25-29 years","","FMLE","Female","","30.2","30.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE35-39","35-39 years","","FMLE","Female","","29.7","29.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE15-49","15-49 years","","FMLE","Female","","29.9","29.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE15-19","15-19  years","","FMLE","Female","","31.0","31.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","AGE30-34","30-34 years","","FMLE","Female","","30.2","30.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","AGE35-39","35-39 years","","FMLE","Female","","10.3","10.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","AGE15-19","15-19  years","","FMLE","Female","","2.4","2.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","AGE20-24","20-24 years","","FMLE","Female","","7.0","7.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2007","2007","","EUR","Europe","","UKR","Ukraine","","AGE40-44","40-44 years","","FMLE","Female","","10.5","10.50000","","","","","DHS "
